Contest,Precinct,Choice,Votes,CastTotal,UnderVotes,OverVotes,InvalidVotes,RejectedCategoryName,RejectedWriteInVotes,UnresolvedCategoryName,UnresolvedWriteInVotes,VotingTypeName,BallotsCast,TotalBallotsCast,RegisteredVotes,TurnoutPercentage
Proposition #7 - DEMOCRATIC PARTY,12,,,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,19,335,5.67 %
Proposition #7 - DEMOCRATIC PARTY,12,,,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,19,335,5.67 %
Proposition #7 - DEMOCRATIC PARTY,13,Yes,5,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,6,400,1.50 %
Proposition #7 - DEMOCRATIC PARTY,13,No,1,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,6,400,1.50 %
Proposition #7 - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,3,6,400,1.50 %
Proposition #7 - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,6,400,1.50 %
Proposition #7 - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,6,400,1.50 %
Proposition #7 - DEMOCRATIC PARTY,14,Yes,20,20,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,20,1009,1.98 %
Proposition #7 - DEMOCRATIC PARTY,14,No,0,20,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,20,1009,1.98 %
Proposition #7 - DEMOCRATIC PARTY,14,,,20,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,8,20,1009,1.98 %
Proposition #7 - DEMOCRATIC PARTY,14,,,20,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,20,1009,1.98 %
Proposition #7 - DEMOCRATIC PARTY,14,,,20,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,9,20,1009,1.98 %
Proposition #7 - DEMOCRATIC PARTY,15,Yes,10,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,1163,0.86 %
Proposition #7 - DEMOCRATIC PARTY,15,No,0,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,1163,0.86 %
Proposition #7 - DEMOCRATIC PARTY,15,,,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,4,10,1163,0.86 %
Proposition #7 - DEMOCRATIC PARTY,15,,,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,10,1163,0.86 %
Proposition #7 - DEMOCRATIC PARTY,15,,,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,5,10,1163,0.86 %
Proposition #7 - DEMOCRATIC PARTY,16,Yes,61,63,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,63,4165,1.51 %
Proposition #7 - DEMOCRATIC PARTY,16,No,2,63,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,63,4165,1.51 %
Proposition #7 - DEMOCRATIC PARTY,16,,,63,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,16,63,4165,1.51 %
Proposition #7 - DEMOCRATIC PARTY,16,,,63,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,21,63,4165,1.51 %
Proposition #7 - DEMOCRATIC PARTY,16,,,63,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,26,63,4165,1.51 %
Proposition #7 - DEMOCRATIC PARTY,17,Yes,14,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,1248,1.52 %
Proposition #7 - DEMOCRATIC PARTY,17,No,4,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,1248,1.52 %
Proposition #7 - DEMOCRATIC PARTY,17,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,5,19,1248,1.52 %
Proposition #7 - DEMOCRATIC PARTY,17,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,19,1248,1.52 %
Proposition #7 - DEMOCRATIC PARTY,17,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,19,1248,1.52 %
Proposition #7 - DEMOCRATIC PARTY,18,Yes,25,27,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,28,732,3.83 %
Proposition #7 - DEMOCRATIC PARTY,18,No,2,27,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,28,732,3.83 %
Proposition #7 - DEMOCRATIC PARTY,18,,,27,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,14,28,732,3.83 %
Proposition #7 - DEMOCRATIC PARTY,18,,,27,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,28,732,3.83 %
Proposition #7 - DEMOCRATIC PARTY,18,,,27,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,9,28,732,3.83 %
Proposition #7 - DEMOCRATIC PARTY,19,Yes,92,93,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,95,5191,1.83 %
Proposition #7 - DEMOCRATIC PARTY,19,No,1,93,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,95,5191,1.83 %
Proposition #7 - DEMOCRATIC PARTY,19,,,93,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,22,95,5191,1.83 %
Proposition #7 - DEMOCRATIC PARTY,19,,,93,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,62,95,5191,1.83 %
Proposition #7 - DEMOCRATIC PARTY,19,,,93,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,95,5191,1.83 %
Proposition #7 - DEMOCRATIC PARTY,20,Yes,74,77,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,82,5223,1.57 %
Proposition #7 - DEMOCRATIC PARTY,20,No,3,77,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,82,5223,1.57 %
Proposition #7 - DEMOCRATIC PARTY,20,,,77,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,13,82,5223,1.57 %
Proposition #7 - DEMOCRATIC PARTY,20,,,77,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,58,82,5223,1.57 %
Proposition #7 - DEMOCRATIC PARTY,20,,,77,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,82,5223,1.57 %
Proposition #7 - DEMOCRATIC PARTY,21,Yes,24,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,24,1228,1.95 %
Proposition #7 - DEMOCRATIC PARTY,21,No,0,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,24,1228,1.95 %
Proposition #7 - DEMOCRATIC PARTY,21,,,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,7,24,1228,1.95 %
Proposition #7 - DEMOCRATIC PARTY,21,,,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,24,1228,1.95 %
Proposition #7 - DEMOCRATIC PARTY,21,,,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,12,24,1228,1.95 %
Proposition #8 - DEMOCRATIC PARTY,1,Yes,6,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,406,1.97 %
Proposition #8 - DEMOCRATIC PARTY,1,No,1,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,406,1.97 %
Proposition #8 - DEMOCRATIC PARTY,1,,,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,4,8,406,1.97 %
Proposition #8 - DEMOCRATIC PARTY,1,,,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,8,406,1.97 %
Proposition #8 - DEMOCRATIC PARTY,1,,,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,8,406,1.97 %
Proposition #8 - DEMOCRATIC PARTY,2,Yes,8,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,528,1.52 %
Proposition #8 - DEMOCRATIC PARTY,2,No,0,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,528,1.52 %
Proposition #8 - DEMOCRATIC PARTY,2,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,2,8,528,1.52 %
Proposition #8 - DEMOCRATIC PARTY,2,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,8,528,1.52 %
Proposition #8 - DEMOCRATIC PARTY,2,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,6,8,528,1.52 %
Proposition #8 - DEMOCRATIC PARTY,3,Yes,34,37,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,39,1815,2.15 %
Proposition #8 - DEMOCRATIC PARTY,3,No,3,37,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,39,1815,2.15 %
Proposition #8 - DEMOCRATIC PARTY,3,,,37,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,39,1815,2.15 %
Proposition #8 - DEMOCRATIC PARTY,3,,,37,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,39,1815,2.15 %
Proposition #8 - DEMOCRATIC PARTY,3,,,37,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,13,39,1815,2.15 %
Proposition #8 - DEMOCRATIC PARTY,4,Yes,37,39,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,41,1515,2.71 %
Proposition #8 - DEMOCRATIC PARTY,4,No,2,39,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,41,1515,2.71 %
Proposition #8 - DEMOCRATIC PARTY,4,,,39,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,15,41,1515,2.71 %
Proposition #8 - DEMOCRATIC PARTY,4,,,39,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,8,41,1515,2.71 %
Proposition #8 - DEMOCRATIC PARTY,4,,,39,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,18,41,1515,2.71 %
Proposition #8 - DEMOCRATIC PARTY,5,Yes,63,74,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,76,2675,2.84 %
Proposition #8 - DEMOCRATIC PARTY,5,No,11,74,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,76,2675,2.84 %
Proposition #8 - DEMOCRATIC PARTY,5,,,74,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,38,76,2675,2.84 %
Proposition #8 - DEMOCRATIC PARTY,5,,,74,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,14,76,2675,2.84 %
Proposition #8 - DEMOCRATIC PARTY,5,,,74,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,24,76,2675,2.84 %
Proposition #8 - DEMOCRATIC PARTY,6,Yes,129,143,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,146,4617,3.16 %
Proposition #8 - DEMOCRATIC PARTY,6,No,14,143,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,146,4617,3.16 %
Proposition #8 - DEMOCRATIC PARTY,6,,,143,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,51,146,4617,3.16 %
Proposition #8 - DEMOCRATIC PARTY,6,,,143,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,26,146,4617,3.16 %
Proposition #8 - DEMOCRATIC PARTY,6,,,143,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,69,146,4617,3.16 %
Proposition #8 - DEMOCRATIC PARTY,7,Yes,19,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,22,728,3.02 %
Proposition #8 - DEMOCRATIC PARTY,7,No,0,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,22,728,3.02 %
Proposition #8 - DEMOCRATIC PARTY,7,,,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,13,22,728,3.02 %
Proposition #8 - DEMOCRATIC PARTY,7,,,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,22,728,3.02 %
Proposition #8 - DEMOCRATIC PARTY,7,,,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,7,22,728,3.02 %
Proposition #8 - DEMOCRATIC PARTY,8,Yes,34,36,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,40,1112,3.60 %
Proposition #8 - DEMOCRATIC PARTY,8,No,2,36,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,40,1112,3.60 %
Proposition #8 - DEMOCRATIC PARTY,8,,,36,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,40,1112,3.60 %
Proposition #8 - DEMOCRATIC PARTY,8,,,36,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,10,40,1112,3.60 %
Proposition #8 - DEMOCRATIC PARTY,8,,,36,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,6,40,1112,3.60 %
Proposition #8 - DEMOCRATIC PARTY,9,Yes,17,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,809,2.35 %
Proposition #8 - DEMOCRATIC PARTY,9,No,2,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,809,2.35 %
Proposition #8 - DEMOCRATIC PARTY,9,,,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,12,19,809,2.35 %
Proposition #8 - DEMOCRATIC PARTY,9,,,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,19,809,2.35 %
Proposition #8 - DEMOCRATIC PARTY,9,,,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,5,19,809,2.35 %
Proposition #8 - DEMOCRATIC PARTY,10,Yes,56,56,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,57,2313,2.46 %
Proposition #8 - DEMOCRATIC PARTY,10,No,0,56,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,57,2313,2.46 %
Proposition #8 - DEMOCRATIC PARTY,10,,,56,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,33,57,2313,2.46 %
Proposition #8 - DEMOCRATIC PARTY,10,,,56,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,7,57,2313,2.46 %
Proposition #8 - DEMOCRATIC PARTY,10,,,56,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,17,57,2313,2.46 %
Proposition #8 - DEMOCRATIC PARTY,11,Yes,9,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,377,2.65 %
Proposition #8 - DEMOCRATIC PARTY,11,No,0,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,377,2.65 %
Proposition #8 - DEMOCRATIC PARTY,11,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,6,10,377,2.65 %
Proposition #8 - DEMOCRATIC PARTY,11,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,10,377,2.65 %
Proposition #8 - DEMOCRATIC PARTY,11,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,3,10,377,2.65 %
Proposition #8 - DEMOCRATIC PARTY,12,Yes,19,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,335,5.67 %
Proposition #8 - DEMOCRATIC PARTY,12,No,0,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,335,5.67 %
Proposition #8 - DEMOCRATIC PARTY,12,,,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,17,19,335,5.67 %
Proposition #8 - DEMOCRATIC PARTY,12,,,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,19,335,5.67 %
Proposition #8 - DEMOCRATIC PARTY,12,,,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,19,335,5.67 %
Proposition #8 - DEMOCRATIC PARTY,13,Yes,4,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,6,400,1.50 %
Proposition #8 - DEMOCRATIC PARTY,13,No,2,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,6,400,1.50 %
Proposition #8 - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,3,6,400,1.50 %
Proposition #8 - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,6,400,1.50 %
Proposition #8 - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,6,400,1.50 %
Proposition #8 - DEMOCRATIC PARTY,14,Yes,17,18,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,20,1009,1.98 %
Proposition #8 - DEMOCRATIC PARTY,14,No,1,18,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,20,1009,1.98 %
Proposition #8 - DEMOCRATIC PARTY,14,,,18,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,8,20,1009,1.98 %
Proposition #8 - DEMOCRATIC PARTY,14,,,18,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,20,1009,1.98 %
Proposition #8 - DEMOCRATIC PARTY,14,,,18,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,9,20,1009,1.98 %
Proposition #8 - DEMOCRATIC PARTY,15,Yes,9,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,1163,0.86 %
Proposition #8 - DEMOCRATIC PARTY,15,No,1,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,1163,0.86 %
Proposition #8 - DEMOCRATIC PARTY,15,,,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,4,10,1163,0.86 %
Proposition #8 - DEMOCRATIC PARTY,15,,,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,10,1163,0.86 %
Proposition #8 - DEMOCRATIC PARTY,15,,,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,5,10,1163,0.86 %
Proposition #8 - DEMOCRATIC PARTY,16,Yes,49,60,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,63,4165,1.51 %
Proposition #8 - DEMOCRATIC PARTY,16,No,11,60,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,63,4165,1.51 %
Proposition #8 - DEMOCRATIC PARTY,16,,,60,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,16,63,4165,1.51 %
Proposition #8 - DEMOCRATIC PARTY,16,,,60,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,21,63,4165,1.51 %
Proposition #8 - DEMOCRATIC PARTY,16,,,60,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,26,63,4165,1.51 %
Proposition #8 - DEMOCRATIC PARTY,17,Yes,13,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,1248,1.52 %
Proposition #8 - DEMOCRATIC PARTY,17,No,5,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,1248,1.52 %
Proposition #8 - DEMOCRATIC PARTY,17,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,5,19,1248,1.52 %
Proposition #8 - DEMOCRATIC PARTY,17,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,19,1248,1.52 %
Proposition #8 - DEMOCRATIC PARTY,17,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,19,1248,1.52 %
Proposition #8 - DEMOCRATIC PARTY,18,Yes,25,26,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,28,732,3.83 %
Proposition #8 - DEMOCRATIC PARTY,18,No,1,26,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,28,732,3.83 %
Proposition #8 - DEMOCRATIC PARTY,18,,,26,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,14,28,732,3.83 %
Proposition #8 - DEMOCRATIC PARTY,18,,,26,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,28,732,3.83 %
Proposition #8 - DEMOCRATIC PARTY,18,,,26,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,9,28,732,3.83 %
Proposition #8 - DEMOCRATIC PARTY,19,Yes,88,90,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,95,5191,1.83 %
Proposition #8 - DEMOCRATIC PARTY,19,No,2,90,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,95,5191,1.83 %
Proposition #8 - DEMOCRATIC PARTY,19,,,90,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,22,95,5191,1.83 %
Proposition #8 - DEMOCRATIC PARTY,19,,,90,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,62,95,5191,1.83 %
Proposition #8 - DEMOCRATIC PARTY,19,,,90,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,95,5191,1.83 %
Proposition #8 - DEMOCRATIC PARTY,20,Yes,69,76,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,82,5223,1.57 %
Proposition #8 - DEMOCRATIC PARTY,20,No,7,76,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,82,5223,1.57 %
Proposition #8 - DEMOCRATIC PARTY,20,,,76,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,13,82,5223,1.57 %
Proposition #8 - DEMOCRATIC PARTY,20,,,76,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,58,82,5223,1.57 %
Proposition #8 - DEMOCRATIC PARTY,20,,,76,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,82,5223,1.57 %
Proposition #8 - DEMOCRATIC PARTY,21,Yes,22,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,24,1228,1.95 %
Proposition #8 - DEMOCRATIC PARTY,21,No,2,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,24,1228,1.95 %
Proposition #8 - DEMOCRATIC PARTY,21,,,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,7,24,1228,1.95 %
Proposition #8 - DEMOCRATIC PARTY,21,,,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,24,1228,1.95 %
Proposition #8 - DEMOCRATIC PARTY,21,,,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,12,24,1228,1.95 %
Proposition #9 - DEMOCRATIC PARTY,1,Yes,8,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,406,1.97 %
Proposition #9 - DEMOCRATIC PARTY,1,No,0,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,406,1.97 %
Proposition #9 - DEMOCRATIC PARTY,1,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,4,8,406,1.97 %
Proposition #9 - DEMOCRATIC PARTY,1,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,8,406,1.97 %
