Bexar County,May 24 2022 - Democrats,Joint Primary Runoff,Total Provisionals:  24,Total Provisionals Counted:  14,,,,,,,,,
Ina Minjarez,,30,,54.55%,,17,,0,,,13,,
Peter Sakai,,25,,45.45%,,8,,2,,,15,,
Total Votes Cast,,55,,100.00%,,25,,2,,,28,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,1,,,,0,,0,,,1,,
,"DEM Judge, County Court at Law No. 2 County Races",,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Melissa Saenz,,36,,65.45%,,17,,2,,,17,,
Maria Teresa Garcia,,19,,34.55%,,7,,0,,,12,,
Total Votes Cast,,55,,100.00%,,24,,2,,,29,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,1,,,,1,,0,,,0,,
,DEM District Clerk County Races,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Gloria A. Martinez,,31,,56.36%,,16,,2,,,13,,
"Christine ""Chris"" Castillo",,24,,43.64%,,8,,0,,,16,,
Total Votes Cast,,55,,100.00%,,24,,2,,,29,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,1,,,,1,,0,,,0,,
,"DEM Justice of the Peace, Precinct No. 4, Place 1 Justice of the Peace, Precinct No. 4",,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Yolanda Acuña Uresti,,25,,46.30%,,6,,2,,,17,,
Michele Garcia,,29,,53.70%,,17,,0,,,12,,
Total Votes Cast,,54,,100.00%,,23,,2,,,29,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,2,,,,2,,0,,,0,,
,,,,,,,,,,"1,404",,," of 1,587"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4157,,,,,,,,,,,,,
Statistics,,TOTAL,,Election Day,,Absentee,,Early Voting,,,,,
Registered Voters - Total,,"1,803",,,,,,,,,,,
Registered Voters - Democratic Party,,0,,,,,,,,,,,
Ballots Cast - Total,,216,,107,,28,,81,,,,,
Ballots Cast - Democratic Party,,180,,89,,26,,65,,,,,
Ballots Cast - Blank,,0,,0,,0,,0,,,,,
Voter Turnout - Total,,11.98%,,,,,,,,,,,
Voter Turnout - Democratic Party,,0.00%,,,,,,,,,,,
,DEM Lieutenant Governor,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Michelle Beckley,,71,,40.57%,,43,,8,,,20,,
Mike Collier,,104,,59.43%,,44,,17,,,43,,
Total Votes Cast,,175,,100.00%,,87,,25,,,63,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,5,,,,2,,1,,,2,,
,DEM Attorney General,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Rochelle Mercedes Garza,,117,,68.02%,,70,,13,,,34,,
Joe Jaworski,,55,,31.98%,,17,,11,,,27,,
Total Votes Cast,,172,,100.00%,,87,,24,,,61,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,8,,,,2,,2,,,4,,
,DEM Comptroller of Public Accounts,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Angel Luis Vega,,78,,47.27%,,45,,9,,,24,,
Janet T. Dudding,,87,,52.73%,,40,,14,,,33,,
Total Votes Cast,,165,,100.00%,,85,,23,,,57,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,15,,,,4,,3,,,8,,
,DEM Commissioner of the General Land Office,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Sandragrace Martinez,,89,,52.05%,,56,,12,,,21,,
Jay Kleberg,,82,,47.95%,,30,,12,,,40,,
Total Votes Cast,,171,,100.00%,,86,,24,,,61,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,9,,,,3,,2,,,4,,
,,,,,,,,,,"1,405",,," of 1,587"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4157,,,,,,,,,,,,,
,DEM County Judge County Races,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Ina Minjarez,,70,,40.00%,,40,,4,,,26,,
Peter Sakai,,105,,60.00%,,47,,21,,,37,,
Total Votes Cast,,175,,100.00%,,87,,25,,,63,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,5,,,,2,,1,,,2,,
,"DEM Judge, County Court at Law No. 2 County Races",,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Melissa Saenz,,96,,58.18%,,47,,17,,,32,,
Maria Teresa Garcia,,69,,41.82%,,37,,6,,,26,,
Total Votes Cast,,165,,100.00%,,84,,23,,,58,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,15,,,,5,,3,,,7,,
,DEM District Clerk County Races,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Gloria A. Martinez,,68,,42.50%,,35,,9,,,24,,
"Christine ""Chris"" Castillo",,92,,57.50%,,46,,13,,,33,,
Total Votes Cast,,160,,100.00%,,81,,22,,,57,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,20,,,,8,,4,,,8,,
,"DEM Justice of the Peace, Precinct No. 4, Place 1 Justice of the Peace, Precinct No. 4",,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Yolanda Acuña Uresti,,69,,41.82%,,40,,6,,,23,,
Michele Garcia,,96,,58.18%,,46,,17,,,33,,
Total Votes Cast,,165,,100.00%,,86,,23,,,56,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,15,,,,3,,3,,,9,,
,,,,,,,,,,"1,406",,," of 1,587"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4158,,,,,,,,,,,,,
Statistics,,TOTAL,,Election Day,,Absentee,,Early Voting,,,,,
Registered Voters - Total,,562,,,,,,,,,,,
Registered Voters - Democratic Party,,0,,,,,,,,,,,
Ballots Cast - Total,,24,,12,,5,,7,,,,,
Ballots Cast - Democratic Party,,18,,8,,5,,5,,,,,
Ballots Cast - Blank,,0,,0,,0,,0,,,,,
Voter Turnout - Total,,4.27%,,,,,,,,,,,
Voter Turnout - Democratic Party,,0.00%,,,,,,,,,,,
,DEM Lieutenant Governor,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Michelle Beckley,,9,,50.00%,,5,,2,,,2,,
Mike Collier,,9,,50.00%,,3,,3,,,3,,
Total Votes Cast,,18,,100.00%,,8,,5,,,5,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,DEM Attorney General,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Rochelle Mercedes Garza,,10,,58.82%,,4,,3,,,3,,
Joe Jaworski,,7,,41.18%,,3,,2,,,2,,
Total Votes Cast,,17,,100.00%,,7,,5,,,5,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,1,,,,1,,0,,,0,,
,DEM Comptroller of Public Accounts,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Angel Luis Vega,,8,,47.06%,,3,,2,,,3,,
Janet T. Dudding,,9,,52.94%,,5,,3,,,1,,
Total Votes Cast,,17,,100.00%,,8,,5,,,4,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,1,,,,0,,0,,,1,,
,DEM Commissioner of the General Land Office,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Sandragrace Martinez,,12,,75.00%,,6,,2,,,4,,
Jay Kleberg,,4,,25.00%,,1,,3,,,0,,
Total Votes Cast,,16,,100.00%,,7,,5,,,4,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,2,,,,1,,0,,,1,,
,,,,,,,,,,"1,407",,," of 1,587"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4158,,,,,,,,,,,,,
,DEM County Judge County Races,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Ina Minjarez,,9,,52.94%,,6,,1,,,2,,
Peter Sakai,,8,,47.06%,,1,,4,,,3,,
Total Votes Cast,,17,,100.00%,,7,,5,,,5,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,1,,,,1,,0,,,0,,
,"DEM Judge, County Court at Law No. 2 County Races",,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Melissa Saenz,,7,,41.18%,,3,,3,,,1,,
Maria Teresa Garcia,,10,,58.82%,,4,,2,,,4,,
Total Votes Cast,,17,,100.00%,,7,,5,,,5,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,1,,,,1,,0,,,0,,
,DEM District Clerk County Races,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Gloria A. Martinez,,9,,56.25%,,5,,2,,,2,,
"Christine ""Chris"" Castillo",,7,,43.75%,,2,,3,,,2,,
Total Votes Cast,,16,,100.00%,,7,,5,,,4,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,2,,,,1,,0,,,1,,
,"DEM Justice of the Peace, Precinct No. 4, Place 1 Justice of the Peace, Precinct No. 4",,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Yolanda Acuña Uresti,,5,,29.41%,,5,,0,,,0,,
Michele Garcia,,12,,70.59%,,2,,5,,,5,,
Total Votes Cast,,17,,100.00%,,7,,5,,,5,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,1,,,,1,,0,,,0,,
,,,,,,,,,,"1,408",,," of 1,587"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4159,,,,,,,,,,,,,
Statistics,,TOTAL,,Election Day,,Absentee,,Early Voting,,,,,
Registered Voters - Total,,25,,,,,,,,,,,
Registered Voters - Democratic Party,,0,,,,,,,,,,,
Ballots Cast - Total,,2,,0,,0,,2,,,,,
Ballots Cast - Democratic Party,,2,,0,,0,,2,,,,,
Ballots Cast - Blank,,0,,0,,0,,0,,,,,
Voter Turnout - Total,,8.00%,,,,,,,,,,,
Voter Turnout - Democratic Party,,0.00%,,,,,,,,,,,
,"DEM United States Representative, District 28 United States Representative, District 28",,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Jessica Cisneros,,2,,100.00%,,0,,0,,,2,,
Henry Cuellar,,0,,0.00%,,0,,0,,,0,,
Total Votes Cast,,2,,100.00%,,0,,0,,,2,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,DEM Lieutenant Governor,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Michelle Beckley,,0,,0.00%,,0,,0,,,0,,
Mike Collier,,1,,100.00%,,0,,0,,,1,,
Total Votes Cast,,1,,100.00%,,0,,0,,,1,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,1,,,,0,,0,,,1,,
,DEM Attorney General,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Rochelle Mercedes Garza,,2,,100.00%,,0,,0,,,2,,
Joe Jaworski,,0,,0.00%,,0,,0,,,0,,
Total Votes Cast,,2,,100.00%,,0,,0,,,2,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,DEM Comptroller of Public Accounts,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Angel Luis Vega,,2,,100.00%,,0,,0,,,2,,
Janet T. Dudding,,0,,0.00%,,0,,0,,,0,,
Total Votes Cast,,2,,100.00%,,0,,0,,,2,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,,,,,,,,,,"1,409",,," of 1,587"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4159,,,,,,,,,,,,,
,DEM Commissioner of the General Land Office,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Sandragrace Martinez,,1,,50.00%,,0,,0,,,1,,
Jay Kleberg,,1,,50.00%,,0,,0,,,1,,
Total Votes Cast,,2,,100.00%,,0,,0,,,2,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,DEM County Judge County Races,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Ina Minjarez,,2,,100.00%,,0,,0,,,2,,
Peter Sakai,,0,,0.00%,,0,,0,,,0,,
Total Votes Cast,,2,,100.00%,,0,,0,,,2,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,"DEM Judge, County Court at Law No. 2 County Races",,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Melissa Saenz,,0,,0.00%,,0,,0,,,0,,
Maria Teresa Garcia,,2,,100.00%,,0,,0,,,2,,
Total Votes Cast,,2,,100.00%,,0,,0,,,2,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,DEM District Clerk County Races,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Gloria A. Martinez,,2,,100.00%,,0,,0,,,2,,
"Christine ""Chris"" Castillo",,0,,0.00%,,0,,0,,,0,,
Total Votes Cast,,2,,100.00%,,0,,0,,,2,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,"DEM Justice of the Peace, Precinct No. 4, Place 1 Justice of the Peace, Precinct No. 4",,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Yolanda Acuña Uresti,,2,,100.00%,,0,,0,,,2,,
Michele Garcia,,0,,0.00%,,0,,0,,,0,,
Total Votes Cast,,2,,100.00%,,0,,0,,,2,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,,,,,,,,,,"1,410",,," of 1,587"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4160,,,,,,,,,,,,,
Statistics,,TOTAL,,Election Day,,Absentee,,Early Voting,,,,,
Registered Voters - Total,,"2,110",,,,,,,,,,,
Registered Voters - Democratic Party,,0,,,,,,,,,,,
Ballots Cast - Total,,95,,43,,13,,39,,,,,
Ballots Cast - Democratic Party,,71,,30,,11,,30,,,,,
Ballots Cast - Blank,,0,,0,,0,,0,,,,,
Voter Turnout - Total,,4.50%,,,,,,,,,,,
Voter Turnout - Democratic Party,,0.00%,,,,,,,,,,,
,DEM Lieutenant Governor,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Michelle Beckley,,40,,57.97%,,17,,8,,,15,,
Mike Collier,,29,,42.03%,,12,,3,,,14,,
Total Votes Cast,,69,,100.00%,,29,,11,,,29,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,2,,,,1,,0,,,1,,
,DEM Attorney General,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Rochelle Mercedes Garza,,48,,69.57%,,22,,7,,,19,,
Joe Jaworski,,21,,30.43%,,6,,4,,,11,,
Total Votes Cast,,69,,100.00%,,28,,11,,,30,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,2,,,,2,,0,,,0,,
,DEM Comptroller of Public Accounts,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Angel Luis Vega,,39,,57.35%,,18,,6,,,15,,
Janet T. Dudding,,29,,42.65%,,10,,5,,,14,,
Total Votes Cast,,68,,100.00%,,28,,11,,,29,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,3,,,,2,,0,,,1,,
,DEM Commissioner of the General Land Office,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Sandragrace Martinez,,52,,76.47%,,21,,7,,,24,,
Jay Kleberg,,16,,23.53%,,7,,4,,,5,,
Total Votes Cast,,68,,100.00%,,28,,11,,,29,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,3,,,,2,,0,,,1,,
,,,,,,,,,,"1,411",,," of 1,587"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4160,,,,,,,,,,,,,
,DEM County Judge County Races,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Ina Minjarez,,28,,39.44%,,12,,6,,,10,,
Peter Sakai,,43,,60.56%,,18,,5,,,20,,
Total Votes Cast,,71,,100.00%,,30,,11,,,30,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,"DEM Judge, County Court at Law No. 2 County Races",,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Melissa Saenz,,25,,37.31%,,10,,5,,,10,,
Maria Teresa Garcia,,42,,62.69%,,18,,5,,,19,,
Total Votes Cast,,67,,100.00%,,28,,10,,,29,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,4,,,,2,,1,,,1,,
,DEM District Clerk County Races,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Gloria A. Martinez,,38,,56.72%,,11,,8,,,19,,
"Christine ""Chris"" Castillo",,29,,43.28%,,17,,2,,,10,,
Total Votes Cast,,67,,100.00%,,28,,10,,,29,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,4,,,,2,,1,,,1,,
,"DEM Justice of the Peace, Precinct No. 4, Place 1 Justice of the Peace, Precinct No. 4",,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Yolanda Acuña Uresti,,35,,52.24%,,14,,4,,,17,,
Michele Garcia,,32,,47.76%,,13,,6,,,13,,
Total Votes Cast,,67,,100.00%,,27,,10,,,30,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,4,,,,3,,1,,,0,,
,,,,,,,,,,"1,412",,," of 1,587"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4161,,,,,,,,,,,,,
Statistics,,TOTAL,,Election Day,,Absentee,,Early Voting,,,,,
Registered Voters - Total,,785,,,,,,,,,,,
Registered Voters - Democratic Party,,0,,,,,,,,,,,
Ballots Cast - Total,,35,,21,,2,,12,,,,,
Ballots Cast - Democratic Party,,33,,19,,2,,12,,,,,
Ballots Cast - Blank,,0,,0,,0,,0,,,,,
Voter Turnout - Total,,4.46%,,,,,,,,,,,
Voter Turnout - Democratic Party,,0.00%,,,,,,,,,,,
,DEM Lieutenant Governor,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Michelle Beckley,,20,,64.52%,,12,,0,,,8,,
Mike Collier,,11,,35.48%,,6,,1,,,4,,
Total Votes Cast,,31,,100.00%,,18,,1,,,12,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,2,,,,1,,1,,,0,,
,DEM Attorney General,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Rochelle Mercedes Garza,,26,,78.79%,,16,,1,,,9,,
Joe Jaworski,,7,,21.21%,,3,,1,,,3,,
Total Votes Cast,,33,,100.00%,,19,,2,,,12,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,DEM Comptroller of Public Accounts,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Angel Luis Vega,,13,,40.62%,,8,,0,,,5,,
Janet T. Dudding,,19,,59.38%,,11,,1,,,7,,
Total Votes Cast,,32,,100.00%,,19,,1,,,12,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,1,,,,0,,1,,,0,,
,DEM Commissioner of the General Land Office,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Sandragrace Martinez,,19,,57.58%,,12,,1,,,6,,
Jay Kleberg,,14,,42.42%,,7,,1,,,6,,
Total Votes Cast,,33,,100.00%,,19,,2,,,12,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,,,,,,,,,,"1,413",,," of 1,587"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4161,,,,,,,,,,,,,
,DEM County Judge County Races,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Ina Minjarez,,10,,30.30%,,8,,0,,,2,,
Peter Sakai,,23,,69.70%,,11,,2,,,10,,
Total Votes Cast,,33,,100.00%,,19,,2,,,12,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,"DEM Judge, County Court at Law No. 2 County Races",,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Melissa Saenz,,16,,50.00%,,9,,0,,,7,,
Maria Teresa Garcia,,16,,50.00%,,10,,1,,,5,,
Total Votes Cast,,32,,100.00%,,19,,1,,,12,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,1,,,,0,,1,,,0,,
,DEM District Clerk County Races,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Gloria A. Martinez,,14,,42.42%,,8,,2,,,4,,
"Christine ""Chris"" Castillo",,19,,57.58%,,11,,0,,,8,,
Total Votes Cast,,33,,100.00%,,19,,2,,,12,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,"DEM Justice of the Peace, Precinct No. 4, Place 1 Justice of the Peace, Precinct No. 4",,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Yolanda Acuña Uresti,,10,,30.30%,,7,,1,,,2,,
Michele Garcia,,23,,69.70%,,12,,1,,,10,,
Total Votes Cast,,33,,100.00%,,19,,2,,,12,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,0,,,,0,,0,,,0,,
,,,,,,,,,,"1,414",,," of 1,587"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4162,,,,,,,,,,,,,
Statistics,,TOTAL,,Election Day,,Absentee,,Early Voting,,,,,
Registered Voters - Total,,"2,576",,,,,,,,,,,
Registered Voters - Democratic Party,,0,,,,,,,,,,,
Ballots Cast - Total,,250,,94,,29,,127,,,,,
Ballots Cast - Democratic Party,,180,,74,,22,,84,,,,,
Ballots Cast - Blank,,0,,0,,0,,0,,,,,
Voter Turnout - Total,,9.70%,,,,,,,,,,,
Voter Turnout - Democratic Party,,0.00%,,,,,,,,,,,
,"DEM United States Representative, District 28 United States Representative, District 28",,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Jessica Cisneros,,165,,92.18%,,71,,18,,,76,,
Henry Cuellar,,14,,7.82%,,3,,4,,,7,,
Total Votes Cast,,179,,100.00%,,74,,22,,,83,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,1,,,,0,,0,,,1,,
,DEM Lieutenant Governor,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Michelle Beckley,,119,,71.26%,,54,,12,,,53,,
Mike Collier,,48,,28.74%,,13,,8,,,27,,
Total Votes Cast,,167,,100.00%,,67,,20,,,80,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,13,,,,7,,2,,,4,,
,DEM Attorney General,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Rochelle Mercedes Garza,,150,,88.76%,,64,,17,,,69,,
Joe Jaworski,,19,,11.24%,,5,,3,,,11,,
Total Votes Cast,,169,,100.00%,,69,,20,,,80,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,11,,,,5,,2,,,4,,
,DEM Comptroller of Public Accounts,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Angel Luis Vega,,76,,47.20%,,33,,7,,,36,,
Janet T. Dudding,,85,,52.80%,,33,,12,,,40,,
Total Votes Cast,,161,,100.00%,,66,,19,,,76,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,19,,,,8,,3,,,8,,
,,,,,,,,,,"1,415",,," of 1,587"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4162,,,,,,,,,,,,,
,DEM Commissioner of the General Land Office,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
Sandragrace Martinez,,119,,72.56%,,54,,10,,,55,,
Jay Kleberg,,45,,27.44%,,14,,9,,,22,,
Total Votes Cast,,164,,100.00%,,68,,19,,,77,,
Overvotes,,0,,,,0,,0,,,0,,
Undervotes,,16,,,,6,,3,,,7,,
,DEM County Judge County Races,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Absentee,,,Early Voting,
